1. Qual o seu nivel de formacao?;2. Qual o seu ano de ingresso?;3. A qual programa esta vinculado?;como voce avalia a qualidade das aulas e do material utilizado?  [Qualidade das aulas];Como voce avalia a qualidade das aulas e do material utilizado?  [Material didatico utilizado nas disciplinas];Como voce avalia a qualidade das aulas e do material utilizado?  [Acervo disponivel para consulta];Como voce avalia a  infraestrutura do programa?  [Infraestrutura geral];Como voce avalia a  infraestrutura do programa?  [Laboratorios de pesquisa/Salas de estudo];Como voce avalia a  infraestrutura do programa?  [Insumos para pesquisa];Como voce avalia o relacionamento entre voce e: [os colegas];Como voce avalia o relacionamento entre voce e: [a comissao orientadora];Como voce avalia o relacionamento entre voce e: [a comissao coordenadora];Como voce avalia o relacionamento entre voce e: [a secretaria do programa];Como voce avalia a gestao do programa? [Processo de gestao/Administrativo do Programa];Como voce avalia a gestao do programa? [Organizacao do Programa];Como voce avalia o seu conhecimento acerca: [do seu papel enquanto aluno];Como voce avalia o seu conhecimento acerca: [do Regimento Interno do Programa];Como voce avalia o seu conhecimento acerca: [do Regimento Geral da Pos-Graduacao];Como voce avalia o seu conhecimento acerca: [das normas da Capes];Como voce avalia o seu conhecimento acerca: [do processo de avaliacao da Capes];Em relacao ao seu PROJETO DE PESQUISA, voce esta:;Em relacao a sua PRODUcaO CIENTiFICA, voce esta:;Voce acredita que sua pesquisa possui relevancia e pertinencia social?;Voce acredita que sua pesquisa possui relevancia e pertinencia economica?;Voce acredita que sua pesquisa possui relevancia e pertinencia ambiental?;Voce acredita que sua pesquisa promove avanco cientifico?;O seu Programa possui visao, missao e objetivos claros?;Voce acredita que sua pesquisa esta alinhada com o objetivo e missao de seu Programa?;Quais sao os principais atores que podem ser impactados por sua pesquisa e producao cientifica dela decorrente? (Marque todas que se aplicam).;Voce recebe bolsa de pos-graduacao?;Para a realizacao de seu projeto de pesquisa houve algum tipo de captacao de recurso externo (exceto bolsa)? ;Producao de inovacao tecnologica e uma prioridade em seu programa de pos-graduacao?;Voce acredita que sua linha de pesquisa se destaca pela producao de inovacao tecnologica?;Voce ja depositou alguma patente proveniente de sua pesquisa, ou possui isso como um dos objetivos de seu projeto de pesquisa?;Producao de tecnologias de APLICAcaO SOCIAL e uma prioridade em seu programa de pos-graduacao?;Alguma tecnologia de aplicacao social ja foi criada como resultado de sua pesquisa, ou possui isso como um dos objetivos de seu projeto de pesquisa?;Voce ja apresentou algum resultado de sua pesquisa em algum evento voltado para a COMUNIDADE, ou pretende apresentar?;Voce ja apresentou algum resultado de sua pesquisa em algum evento CIENTiFICO, ou pretende apresentar?;Sua pesquisa podera gerar solucoes para os problemas que a sociedade enfrenta ou vira a enfrentar?;Qual o nivel de internacionalizacao do seu programa?;No momento, ha interesse por parte do seu Programa de Pos-Graduacao em iniciar um processo de Internacionalizacao?;Voce se sente preparado para a internacionalizacao do seu Programa de Pos-Graduacao? ;Voce entende que o seu Programa de Pos-Graduacao esta preparado para a internacionalizacao?;Seu projeto de pesquisa possui parcerias com instituicoes internacionais de pesquisa ou ensino?;Qual o seu nivel de proficiencia em lingua inglesa?;Gostaria de adicionar algum comentario referente seu Programa de Pos-Graduacao?;Gostaria de adicionar algum comentario referente a Pro-Reitoria de Pesquisa e Pos-Graduacao?
Doutorado em andamento;2019;Ciencia Florestal;5;4;4;4;4;3;5;5;5;5;5;4;5;4;3;3;3;4;3;4;5;4;5;1;4;Empresas, Outros Pesquisadores;1 - Capes;0;1;1;0;1;0;1, em um evento nacional;1, em um evento internacional;4;4;;3;4;0;3;;
Doutorado em andamento;2017;Ciencia Florestal;4;4;2;5;5;3;5;5;5;5;4;5;4;4;4;4;4;4;3;4;3;5;4;1;5;Outros Pesquisadores;1 - CNPq;0;0;;;0;;0;1, em um evento local;4;4;;3;3;1;3;;
Mestrado em andamento;2019;Ciencia Florestal;5;5;4;5;4;4;5;5;5;5;5;5;4;3;3;3;3;3;2;3;4;5;5;1;5;Empresas, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;0;1;1;0;0;;1, em um evento nacional;1, em um evento nacional;4;5;;3;3;0;2;Os computadores da sala de estudo sao antigos e os alunos tem de usar os proprios para 0 comprometer a pesquisa;Poderia ter um auxilio para compra de material para pesquisa (ex. Notebook). Com a alta no preco, o valor dos produtos podem comprometer a renda do aluno. 
Mestrado em andamento;2019;Ciencia Florestal;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;0;1;1;0;1;0;1, em um evento local;1, em um evento internacional;5;5;;5;5;0;4;;
Doutorado em andamento;2018;Ciencia Florestal;4;4;3;0;0;5;5;5;5;5;5;5;4;5;5;4;4;4;3;4;4;5;4;1;5;Sociedade, Empresas;1 - Fapemig;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;1;0;1;0;0;0;5;4;;3;4;0;2;;
Mestrado em andamento;2019;Ciencia Florestal;5;5;4;5;4;4;5;5;5;5;5;5;4;3;3;3;3;3;2;3;4;5;5;1;5;Empresas, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;0;1;1;0;0;;1, em um evento nacional;1, em um evento nacional;4;5;;3;3;0;2;Os computadores da sala de estudo sao antigos e os alunos tem de usar os proprios para 0 comprometer a pesquisa;Poderia ter um auxilio para compra de material para pesquisa (ex. Notebook). Com a alta no preco, o valor dos produtos podem comprometer a renda do aluno. 
Mestrado em andamento;2019;Ciencia Florestal;3;4;4;4;4;4;4;4;5;5;5;5;3;3;2;2;2;5;2;3;4;5;5;1;4;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;0;1;0;0;0;;1, em um evento local;1, em um evento regional;4;3;;5;5;0;3;Parabenizar e agradecer a equipe coordenadora por todo empenho, dedicacao e atencao com os alunos.;
Doutorado em andamento;2020;Ciencia Florestal;5;5;5;5;5;3;4;5;5;5;5;5;5;5;4;4;3;4;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;0;Ainda esta parado por conta da pandeia;1;1;0;1;0;0;0;5;5;;3;4;0;3;Ha muito esforco da parte do programa de pos graduacao, mas a dificuldade maior e a escassez de recursos. ;A pro-reitoria deviria apoiar mais os pos graduando e dar uma atencao especial para a internacionalizacao, somos cobrado quanto a ter uma boa proficiencia em ingles, mas falta suporte, cursos acessiveis, a bolsa e de valor muito baixo para termos que arcar ainda com cursos caros em ingles.
Doutorado em andamento;2017;Ciencia Florestal;4;4;4;5;5;4;5;5;5;5;5;4;4;4;4;3;3;3;3;3;4;3;4;0;;Empresas;1 - Capes;0;1;1;0;0;;1, em um evento local;1, em um evento local;4;4;;5;5;0;2;;
Mestrado em andamento;2019;Ciencia Florestal;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;3;3;5;5;3;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;0;0;;;0;;0;1, em um evento nacional;5;4;;4;4;0;3;;
Mestrado em andamento;2021;Ciencias da Saúde;4;4;2;4;3;2;3;3;3;4;3;3;3;2;2;2;2;4;3;3;4;3;4;1;4;Sociedade, Outros Pesquisadores;0;0;1;1;0;1;1;0;1, em um evento local;3;3;;2;3;0;2;0;0
Mestrado em andamento;2021;Ciencias da Saúde;5;5;5;4;0;3;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;3;5;1;5;Sociedade;0;0;0;;;1;1;0;1, em um evento nacional;5;4;;4;5;0;4;Quero parabenizar ao Programa de Mestrado Profissional em ter  edital para os servidores tecnicos administrativos, o que possibilitara trazer inovacoes para o local de trabalho;
Mestrado em andamento;2021;Ciencias da Saúde;5;4;4;5;0;4;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;4;5;1;5;Sociedade, Empresas, Outros Pesquisadores;0;0;1;1;0;1;1;0;0;4;0;1;1;1;0;1;Muito bom;Muito resolutiva 
Mestrado em andamento;2019;Ciencias da Saúde;5;5;5;5;5;5;3;4;4;5;4;4;4;4;4;4;4;4;4;4;4;3;3;1;4;Sociedade;0;0;1;1;1;1;0;0;1, em um evento local;5;3;;3;3;0;2;;
Mestrado em andamento;2019;Ciencias da Saúde;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;5;5;3;3;1;4;Sociedade;0;0;1;0;0;1;0;1, em um evento local;1, em um evento regional;5;1;;1;1;0;1;;
Mestrado em andamento;2019;Ciencias da Saúde;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;5;5;3;3;1;4;Sociedade;0;0;1;0;0;1;0;1, em um evento local;1, em um evento regional;5;1;;1;1;0;1;;
Mestrado em andamento;2019;Ciencias da Saúde;5;5;5;3;3;1;5;5;5;5;5;4;4;5;4;3;5;5;5;5;5;5;5;1;5;Sociedade;0;0;1;0;0;1;1;1, em um evento local;1, em um evento nacional;5;2;;4;3;1;4;Excelente em comunicacao entre todos os servidores, docentes e discentes e, acolhimento sem igual. ;Tem feito um trabalho muito importante dentro da Ciencia que transcende as 4 pilastras. 
Mestrado em andamento;2019;Ciencias da Saúde;5;4;5;5;4;0;5;5;5;5;5;5;5;5;4;4;4;4;5;5;4;4;4;1;5;Sociedade, Outros Pesquisadores;0;0;0;;;1;1;1, em um evento regional;1, em um evento regional;4;4;;5;5;0;3;Excelentes mestres, ambiente acolhedor ;
Mestrado em andamento;2019;Ciencias da Saúde;4;4;3;5;5;3;5;4;5;4;5;5;5;4;4;3;3;4;3;4;3;3;4;1;4;Sociedade;0;0;0;;;0;;0;1, em um evento internacional;4;2;;4;3;0;3;;
Mestrado em andamento;2021;Ciencias da Saúde;3;3;2;3;4;3;3;4;4;4;3;3;3;3;3;2;2;4;3;5;5;4;5;1;5;Sociedade, Outros Pesquisadores;0;0;0;;;0;;0;1, em um evento regional;4;3;;3;4;1;5;;
Mestrado em andamento;2021;Ciencias da Saúde;4;4;4;5;5;5;5;5;5;5;5;5;5;4;4;3;3;4;3;5;5;2;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;1;1;1;1;1;Pretendo apresentar.;Pretendo apresentar.;5;3;;4;5;0;3;;
Mestrado em andamento;2021;Ciencias da Saúde;4;5;5;5;4;5;5;5;5;5;5;5;5;4;4;4;3;5;4;5;5;5;5;0;;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;1, junto a agencias de fomento governamentais;1;1;0;1;1;0;1, em um evento nacional;5;2;;3;2;0;4;;
Mestrado em andamento;2021;Ciencias da Saúde;4;5;5;5;4;5;5;5;5;5;5;5;5;4;4;4;3;5;4;5;5;5;5;0;;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;1, junto a agencias de fomento governamentais;1;1;0;1;1;0;1, em um evento nacional;5;2;;3;2;0;4;;
Mestrado em andamento;2019;Ciencias da Saúde;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;0;;0;0;5;0;0;;;0;1;;
Mestrado em andamento;2021;Ciencias da Saúde;2;3;3;0;0;0;5;5;5;5;3;3;3;0;0;0;0;3;2;5;5;5;5;1;4;Sociedade;0;0;0;;;0;;0;0;4;0;0;;;0;3;;
Mestrado em andamento;2021;Ciencias da Saúde;4;5;3;4;0;0;2;5;4;5;5;5;3;3;3;3;3;4;3;5;5;4;3;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;1;1, em um evento regional;1, em um evento nacional;5;3;;3;4;0;4;;
Mestrado em andamento;2019;Ciencias da Saúde;5;5;5;4;4;4;5;5;5;5;5;4;5;5;4;4;4;5;4;5;4;3;5;1;5;Sociedade, Agencias Governamentais;0;0;1;0;0;1;0;1, em um evento nacional;1, em um evento nacional;5;3;;3;3;0;3;"Bom acesso a professores e funcionarios do programa; acolhimento; reconhecimento. Uma experiencia que tem me fortalecido como pesquisadora e como proissional.";Muito acessiveis e comprometidos.
Mestrado em andamento;2019;Ciencias da Saúde;4;4;4;2;3;3;4;4;3;4;3;3;3;1;1;1;1;4;4;5;5;5;5;1;4;Sociedade, Empresas, Outros Pesquisadores;0;1, junto a empresas interessadas nos resultados da pesquisa;1;1;1;1;0;0;1, em um evento local;5;2;;1;3;0;1;;
Mestrado em andamento;2021;Ciencias da Saúde;5;5;5;5;0;5;4;5;5;5;5;5;3;3;3;3;3;3;3;4;3;4;3;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;1;0;1, em um evento regional;5;1;;1;4;0;1;;
Mestrado em andamento;2021;Defesa Sanitaria Vegetal;4;4;4;3;3;3;5;0;5;5;5;5;5;5;5;0;0;5;3;5;5;5;3;1;4;Empresas, Agencias Governamentais;0;0;1;0;0;0;;0;0;3;0;1;3;3;0;2;0;0
Mestrado em andamento;2020;Defesa Sanitaria Vegetal;5;5;5;5;0;5;4;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;1;4;Sociedade, Empresas, Outros Pesquisadores;0;0;1;1;0;1;0;0;1, em um evento local;4;3;;3;5;0;3;Estou bastante empolgado com o programa e sei que sera um marco na minha carreira profissional. Trabalho diretamente com pragas e doencas e manejo integrado e o programa vai de frente com meu dia a dia;
Mestrado em andamento;2021;Defesa Sanitaria Vegetal;4;4;3;4;3;3;5;5;5;5;4;4;3;3;2;2;2;4;4;4;4;4;3;1;4;Empresas, Outros Pesquisadores;0;0;1;1;1;1;0;0;0;3;2;;1;1;0;1;No momento 0.;Sem comentarios, para este momento. 
Mestrado em andamento;2021;Defesa Sanitaria Vegetal;4;4;5;0;0;0;4;5;5;5;5;5;4;4;3;3;3;4;4;4;4;4;4;1;5;Sociedade, Empresas, Agencias Governamentais;0;0;1;1;0;1;0;1, em um evento regional;1, em um evento nacional;4;3;;2;3;0;1;;
Mestrado em andamento;2021;Defesa Sanitaria Vegetal;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;4;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais, produtores rurais;0;Junto a empresa para qual trabalho.;1;1;0;1;0;1, em um evento nacional;1, em um evento nacional;5;4;;4;5;0;1;Tenho otimas perspectivas e interesse em aperfeicoar meus conhecimentos nessa area e levar para o meu campo profissional, levando informacoes relevantes para os produtores e colegas.;Sao profissionais de alto nivel e bem preparados para a funcao a qual exercem. 
Mestrado em andamento;2020;Defesa Sanitaria Vegetal;4;4;5;4;4;4;5;5;5;5;5;4;4;4;4;5;5;3;3;3;4;2;3;1;4;Sociedade, Empresas, Agencias Governamentais;0;0;1;1;0;0;;0;0;4;3;;4;3;0;1;;
Mestrado em andamento;2021;Defesa Sanitaria Vegetal;4;5;4;5;0;0;4;4;4;4;4;4;3;3;3;2;2;3;3;4;4;4;4;1;4;Sociedade, Empresas;0;0;1;1;0;1;1;1, em um evento local;1, em um evento local;5;2;;3;4;0;3;;
Mestrado em andamento;2020;Defesa Sanitaria Vegetal;5;5;5;5;4;4;5;5;5;5;5;5;4;5;5;4;5;5;5;5;5;4;4;1;4;Sociedade, Empresas, Outros Pesquisadores;1 - Empresa privada;0;1;1;0;1;1;1, em um evento regional;1, em um evento regional;4;3;;3;4;0;3;Agradecimento.;Agradecimento.
Mestrado em andamento;2020;Defesa Sanitaria Vegetal;5;5;5;5;5;5;3;3;3;3;5;5;3;3;3;3;3;5;5;4;5;5;5;1;4;Sociedade, Empresas;0;0;0;;;1;1;0;0;3;3;;3;4;0;3;;
Mestrado em andamento;2021;Defesa Sanitaria Vegetal;4;4;4;3;3;3;5;0;4;4;4;4;3;3;3;2;2;4;4;4;4;4;3;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;1;1;0;1;0;0;1, em um evento regional;4;0;0;;;0;1;;
Mestrado em andamento;2020;Defesa Sanitaria Vegetal;5;4;5;5;5;5;5;4;5;5;5;5;4;4;4;4;5;3;3;5;5;4;4;1;4;Empresas, Outros Pesquisadores;0;0;1;1;0;1;0;1, em um evento regional;1, em um evento regional;4;3;;3;4;0;3;;
Mestrado em andamento;2020;Defesa Sanitaria Vegetal;5;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;1;5;Empresas, Outros Pesquisadores;1 - Empresa privada;0;1;1;1;1;0;0;0;5;5;;5;5;1;3;;
Mestrado em andamento;2020;Defesa Sanitaria Vegetal;4;4;3;3;3;3;4;4;5;3;4;4;3;3;3;3;3;3;4;4;4;3;4;1;4;Empresas, Outros Pesquisadores;0;0;1;0;0;0;;0;0;3;2;;2;4;0;1;;
Mestrado em andamento;2021;Defesa Sanitaria Vegetal;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Empresas;0;0;1;1;0;0;;0;1, em um evento local;4;5;;5;5;0;4;;
Doutorado em andamento;2017;Ecologia;5;5;5;5;5;5;5;5;4;5;4;4;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a agencias de fomento governamentais;0;;;1;0;0;1, em um evento nacional;4;4;;4;4;1;4;O programa precisa buscar maneiras de diminuir a burocracia interna e focar mais na producao cientifica dos discentes e docentes.;
Doutorado em andamento;2020;Ecologia;4;3;4;4;4;3;4;4;4;4;4;3;4;4;3;3;3;3;3;2;2;4;4;1;4;Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a agencias de fomento governamentais;0;;;0;;1, em um evento local;1, em um evento nacional;1;3;;3;3;0;3;;
Doutorado em andamento;2020;Ecologia;5;4;5;4;4;3;5;5;5;5;5;5;3;4;4;3;3;3;2;4;5;5;5;1;5;Empresas, Outros Pesquisadores;1 - Fapemig;0;0;;;0;;1, em um evento internacional;1, em um evento internacional;5;3;;3;3;1;2;;
Doutorado em andamento;2020;Ecologia;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;1;1;0;1;1;1, em um evento nacional;1, em um evento nacional;4;3;;4;4;0;4;;
Doutorado em andamento;2020;Ecologia;4;4;5;0;0;0;4;5;5;4;4;4;4;3;3;3;3;5;3;4;5;5;4;1;5;Sociedade, Outros Pesquisadores;1 - Capes;0;0;;;0;;0;1, em um evento internacional;3;4;;3;4;0;2;;
Mestrado em andamento;2020;Ecologia;4;5;4;4;0;2;0;5;5;4;0;3;4;4;3;2;2;3;3;2;2;3;3;0;;Sociedade, Outros Pesquisadores;1 - Fapemig;0;0;;;0;;0 apresentei, mas pretendo apresentar.;0 apresentei, mas pretendo apresentar.;3;3;;4;3;0;4;;
Doutorado em andamento;2021;Ecologia;1;2;3;2;3;2;4;1;2;4;3;2;4;4;4;2;2;2;3;4;3;5;4;0;;Sociedade, Outros Pesquisadores;0;0;0;;;0;;0;1, em um evento nacional;4;3;;3;2;1;3;;Acho que ha uma necessidade maior de adequacao da PPG com esse periodo de pandemia e aulas remotas, pois observei que algumas regras sao impostas posteriormente a comunicacoes com alunos sobre determinados assuntos. Isso tras uma certa confusao por causa das diferencas de decisoes tomadas pela pos em um curto espaco de tempo.
Doutorado em andamento;2021;Ecologia;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;1;1;0;1;0;1, em um evento internacional;1, em um evento internacional;5;5;;5;5;0;3;;
Mestrado em andamento;2020;Ecologia;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;5;5;5;3;5;4;1;5;Outros Pesquisadores;1 - Capes;0;1;1;0;1;1;0;0;4;2;;1;3;0;0;;
Doutorado em andamento;2020;Ecologia;4;4;3;0;0;0;4;4;4;4;4;4;5;4;3;3;3;4;4;5;5;5;5;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;0;;1, em um evento regional;1, em um evento internacional;4;3;;3;4;1;3;;
Doutorado em andamento;2020;Ecologia;4;4;4;4;0;0;4;5;5;4;4;4;5;3;4;4;4;5;4;5;5;5;5;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;1;1, em um evento local;1, em um evento local;5;2;;4;3;0;3;;
Mestrado em andamento;2020;Ecologia;4;4;3;4;4;4;5;5;5;4;4;4;4;4;4;0;0;4;3;3;3;3;3;1;4;Outros Pesquisadores;1 - Fapemig;0;0;;;0;;0;0;3;3;;3;3;0;3;;
Doutorado em andamento;2021;Ecologia;5;5;5;5;4;0;5;5;5;5;5;5;5;4;4;4;4;5;3;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Empresa privada;0 sei informar com exatidao, por ainda estarmos no inicio;0;;;1;0;0;1, em um evento nacional;4;3;;5;4;0;4;;
Mestrado em andamento;2021;Ecologia;5;5;5;3;0;0;0;5;5;0;5;5;5;5;4;3;3;5;4;5;5;5;3;1;5;Sociedade, Empresas, Outros Pesquisadores;0;0;0;;;1;0;1, em um evento regional;1, em um evento nacional;5;3;;3;4;1;3;;
Doutorado em andamento;2019;Ecologia;5;5;4;4;4;4;4;5;5;4;4;3;4;4;3;3;3;4;3;3;3;4;5;0;;Outros Pesquisadores;1 - Capes;1, junto a agencias de fomento governamentais;0;;;1;0;1, em um evento local;1, em um evento internacional;3;3;;4;3;1;5;;
Doutorado em andamento;2020;Ecologia;0;0;0;3;3;4;5;5;5;4;4;4;4;4;4;1;1;3;2;5;4;5;5;0;;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;1;1;0;1;1;1, em um evento internacional;1, em um evento internacional;5;4;;3;4;0;3;;
Doutorado em andamento;2019;Ecologia;4;4;0;4;4;4;4;3;5;5;5;4;4;4;4;3;3;4;2;5;5;5;4;0;;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);0;;;0;;Pretendo apresentar;Pretendo apresentar;5;3;;5;3;1;5;;
Doutorado em andamento;2019;Ecologia;4;4;4;4;4;3;5;5;5;5;5;5;5;4;4;2;4;4;2;4;4;5;5;1;5;Sociedade, Outros Pesquisadores;1 - Capes;0;0;;;0;;0;1, em um evento local;4;3;;3;4;0;3;;
Mestrado em andamento;2021;Ecologia;5;5;5;5;5;5;5;5;5;4;5;5;0;4;4;0;0;4;4;5;5;3;5;1;5;Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;1;1;0;0;;1, em um evento local;1, em um evento local;5;4;;3;4;0;3;0;0
Mestrado em andamento;2020;Ecologia;4;4;4;4;4;4;5;5;5;5;4;4;4;4;4;4;4;4;4;5;5;5;5;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;0;0;1;0;1, em um evento regional;1, em um evento nacional;4;3;;4;3;0;4;;
Mestrado em andamento;2020;Ecologia;3;3;2;4;4;4;0;0;0;1;4;4;4;4;4;4;4;4;3;4;4;5;5;1;4;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;0;;;1;1;1, em um evento regional;1, em um evento regional;5;2;;3;4;0;1;;
Mestrado em andamento;2020;Economia;4;3;3;3;3;3;4;4;4;4;2;2;3;2;2;4;4;5;5;5;5;3;3;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;1;0;0;1;1;0;1, em um evento regional;5;3;;5;5;0;3;;
Mestrado em andamento;2020;Economia;3;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;4;4;4;5;5;5;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;0;1;1;0;0;5;4;;5;5;1;5;;
Mestrado em andamento;2020;Economia;4;3;3;5;4;2;5;4;5;5;5;5;5;4;4;4;4;4;3;5;4;3;4;1;4;Sociedade;1 - Capes;1, junto a orgaos e agencias internacionais;0;;;1;0;0;0;5;4;;4;3;0;2;;
Mestrado em andamento;2019;Economia;2;3;3;4;3;4;4;4;4;4;4;4;4;5;4;3;3;4;3;4;4;2;3;0;;Sociedade;1 - Capes;0;0;;;0;;0;0;4;1;;5;2;0;5;;
Mestrado em andamento;2020;Economia;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;4;4;5;1;5;Sociedade;0;0;1;0;0;0;;1, em um evento local;1, em um evento local;5;1;;4;4;1;5;;
Mestrado em andamento;2020;Economia;4;4;3;3;3;3;5;4;4;5;4;4;4;4;5;4;4;2;2;4;4;1;3;0;;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;0;;;0;;0;0;3;1;;2;2;0;3;;
Mestrado em andamento;2019;Economia;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;0;;;1;1;0;1, em um evento regional;5;4;;4;4;0;3;;
Mestrado em andamento;2020;Economia;4;0;0;0;0;0;3;5;5;5;5;5;5;4;4;2;2;5;3;5;4;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;1;0;0;0;;0;0;5;3;;5;5;0;4;;
Mestrado em andamento;2020;Economia;4;4;2;0;0;0;0;0;4;4;3;4;4;4;4;5;5;4;4;5;5;3;2;1;5;Sociedade, Empresas, Agencias Governamentais;0;0;0;;;1;0;0;0;5;3;;3;4;0;3;;
Doutorado em andamento;2018;Economia Aplicada;4;3;4;4;2;2;3;3;2;3;4;1;5;4;4;4;4;4;5;5;5;4;5;0;;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;0;0;1, em um evento internacional;5;2;;5;1;0;4;;
Doutorado em andamento;2020;Economia Aplicada;4;4;2;3;2;3;4;5;3;3;2;2;4;4;2;3;2;5;4;5;5;2;4;0;;Sociedade;1 - Capes;0;0;;;0;;0;1, em um evento nacional;5;4;;5;3;1;5;;
Mestrado em andamento;2020;Economia Aplicada;3;3;2;3;0;0;1;4;4;5;3;4;3;4;5;3;3;3;4;3;5;2;2;1;5;Sociedade, Agencias Governamentais;1 - Capes;0;0;;;0;;0;1, em um evento regional;5;2;;1;2;0;3;;
Doutorado em andamento;2018;Economia Aplicada;4;5;5;5;3;5;3;5;5;5;5;5;5;5;4;5;4;4;3;4;5;3;4;1;4;Outros Pesquisadores, Agencias Governamentais;1 - Fapemig;0;1;0;0;1;0;1, em um evento nacional;1, em um evento nacional;4;5;;4;5;0;4;;
Mestrado em andamento;2020;Economia Aplicada;5;4;3;4;0;0;5;5;5;5;4;5;4;4;4;3;4;3;2;4;5;3;5;1;5;Sociedade, Empresas, Agencias Governamentais;1 - CNPq;0;1;0;0;1;0;1, em um evento nacional;1, em um evento nacional;5;4;;5;4;0;4;;
Mestrado em andamento;2020;Economia Aplicada;2;4;4;2;2;4;1;4;4;4;2;2;5;4;4;3;1;5;4;4;4;1;3;1;3;Sociedade, Empresas;1 - Capes;0;0;;;0;;0;1, em um evento regional;3;2;;4;2;0;3;;
Doutorado em andamento;2019;Economia Aplicada;5;5;5;5;0;3;5;2;2;2;5;2;5;4;4;4;4;3;3;5;4;5;5;1;3;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;0;0;1;0;1, em um evento regional;1, em um evento regional;3;2;;3;3;0;2;;
Doutorado em andamento;2019;Economia Aplicada;5;5;5;4;4;4;5;5;4;5;4;4;5;5;4;5;5;5;4;5;5;3;4;1;4;Sociedade, Agencias Governamentais;1 - CNPq;0;0;;;1;1;1, em um evento nacional;1, em um evento nacional;4;3;;4;4;0;3;;
