Como voce identifica seu genero?;Qual o ultimo nivel de formacao que voce obteve na UNIFEI?;Qual o seu ano de conclusao?;A qual programa esteve vinculado?;Em uma escala de 0 a 10, o quanto voce recomendaria o Programa em que realizou sua pos-graduacao na UNIFEI?;Como voce avalia a qualidade das aulas e do material utilizado no Programa? [Qualidade das aulas];Como voce avalia a qualidade das aulas e do material utilizado no Programa? [Material didatico utilizado nas disciplinas];Como voce avalia a qualidade das aulas e do material utilizado no Programa? [Acervo disponivel para consulta];Como voce avalia a infraestrutura do programa durante seu periodo na UNIFEI? [Infraestrutura geral];Como voce avalia a infraestrutura do programa durante seu periodo na UNIFEI? [Laboratorios de pesquisa/Salas de estudo];Como voce avalia a infraestrutura do programa durante seu periodo na UNIFEI? [Insumos para pesquisa];Como voce avalia o relacionamento entre voce e: [os colegas];Como voce avalia o relacionamento entre voce e: [a comissao orientadora];Como voce avalia o relacionamento entre voce e: [a comissao coordenadora];Como voce avalia o relacionamento entre voce e: [a secretaria do programa];Como voce avalia a gestao do programa? [Processo de gestao/Administrativo do Programa];Como voce avalia a gestao do programa? [Organizacao do Programa];Em relacao a sua TESE/DISSERTAcaO, voce ficou:;Em relacao a sua PRODUcaO CIENTiFICA, voce ficou satisfeito:;Voce acredita que a sua pesquisa teve relevancia e pertinencia social?;Voce acredita que a sua pesquisa teve relevancia e pertinencia economico?;Voce acredita que a sua pesquisa teve relevancia e pertinencia ambiental?;Voce acredita que a sua pesquisa promoveu o avanco cientifico?;Voce acredita que sua pesquisa esteve alinhada com missao, visao e objetivos de seu Programa?;Voce recebeu bolsa de pos-graduacao?;Para a realizacao de seu projeto de pesquisa houve algum tipo de captacao de recurso externo (exceto bolsa)?;O programa de pos-graduacao em que atuou tem como objetivo a producao de inovacao tecnologica?;Voce acredita que a linha de pesquisa em que atuou se destaca pela producao de inovacao tecnologica?;Voce depositou alguma patente proveniente de sua pesquisa?;O programa de pos-graduacao em que atuou tem como objetivo a producao de tecnologias de APLICAcaO SOCIAL?;Alguma tecnologia de aplicacao social foi criada como resultado de sua pesquisa?;Voce ja apresentou algum resultado de sua pesquisa em algum evento voltado para a sociedade, ou pretende apresentar?;Voce ja apresentou algum resultado de sua pesquisa em algum evento CIENTiFICO, ou pretende apresentar?;Sua pesquisa gerou solucoes para os problemas que a sociedade enfrenta ou vira a enfrentar?;Qual foi o principal impacto social promovido por seu projeto de pesquisa? (Marque todas aplicaveis);Seu projeto de pesquisa possuiu parcerias com instituicoes internacionais de pesquisa ou ensino?;Quando aluno da UNIFEI, teve a oportunidade de fazer parte da sua pos-graduacao em outra instituicao (Nacional ou Internacional)?;Em sua trajetoria profissional, teve a oportunidade de atuar fora do Brasil?;Caso se sinta a vontade, pedimos que compartilhe como fez para pleitear a oportunidade fora do Brasil.;Qual sua colocacao profissional atualmente?;Seu emprego esta relacionado a sua area de formacao na pos-graduacao da UNIFEI?;Voce teve dificuldade para conseguir o primeiro emprego?;Caso tenha tido/tenha dificuldade para conseguir o primeiro emprego, o que poderia ser melhorado no programa, visando maior insercao no mercado de trabalho?;Teve bolsa de iniciacao cientifica na graduacao?;Voce teve recursos e estrutura fisica suficiente para a conducao dos seus experimentos?;Gostariamos de saber sua satisfacao pessoal e profissional com relacao a sua formacao na UNIFEI. Fique a vontade em descreve-las.;Gostaria de adicionar algum comentario referente a Pro-Reitoria de Pesquisa e Pos-Graduacao?
Feminino;Mestrado;2020;Biologia Animal;7;2;2;3;3;3;3;3;3;3;2;2;3;3;3;3;2;3;3;3;Sim;Nao;Nao;Sim;Nao;Nao;;quero poder apresentar;Sim;2;Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Doutoranda;Sim;Nao se aplica (Desempregado);;Sim;Sim;;Na minha percepcao, falta uma maior participacao dos alunos em tomada de decisoes dos programas de pos-graducao e maiores oportunidades de contato com o mercado de trabalho 
Feminino;Mestrado;2016;Ciencia e Tecnologia da Computacao;10;3;2;2;3;2;2;3;3;3;3;2;2;3;2;3;3;3;3;3;Sim;Sim;Sim;Sim;Nao;Sim;Sim;Sim;Sim;2;Avanco cientifico;Nao;Nao;Nao;;Bolsa de Fixacao;Nao;Sim;;Sim;Sim;;
Masculino;Mestrado;2018;Ciencia e Tecnologia da Computacao;10;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Sim;Nao;Sim;Sim;Nao;Sim;Sim;Sim;Sim;3;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Sim;;Empresario ou autonomo;Nao;Sim;;Sim;Sim;;
Masculino;Mestrado;2018;Desenvolvimento, Tecnologias e Sociedade;6;2;2;3;2;3;1;2;2;3;3;3;3;3;3;1;1;1;2;3;Sim;Nao;Sim;Nao;Nao;Sim;Nao;Sim;Sim;1;Nenhuma dos impactos listados;Nao;Nao;Nao;;Nao se aplica (desempregado);Nao;Sim;;Sim;Sim;;
Feminino;Mestrado;2018;Ciencia e Tecnologia da Computacao;8;3;2;3;3;3;3;3;2;2;3;2;2;3;3;3;3;3;3;3;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao;3;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Servidor Publico (outros cargos);Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;;
Feminino;Mestrado;2018;Patrimonio Cultural, Paisagens e Cidadania;10;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;1;2;2;3;Nao;Nao;Nao;Nao;Nao;Nao;;Sim;Nao;3;Transferencia de conhecimento para a sociedade;Nao;Sim;Nao;;Servidor Publico (outros cargos);Nao;Nao;;Nao;Sim;Completamente satisfeita.;So elogios
Masculino;Mestrado;2018;Meio Ambiente e Recursos Hidricos;10;2;2;2;2;2;2;3;3;3;3;3;3;2;2;3;1;1;3;3;Sim;Nao;Sim;Nao;Nao;Sim;Nao;Sim;Nao;2;Avanco cientifico;Nao;Nao;Sim;Selecao na UNIFEI;Servidor Publico (outros cargos);Sim;Nao;;Sim;Sim;Minha satisfacao tanto pessoal, quanto profissional, e muito boa. Guardadas as devidas proporcoes, a UNIFEI proporcionou-me experiencias diversas que contribuiram muito com meu desenvolvimento. Sobretudo pela minha trajetoria, vindo da classe D.;"Nao e um comentario, e quase um desabafo:

e preciso muito, mas muito mais investimentos PuBLICOS (NaO PRIVADOS*) para a pos-graduacao publica da UNIFEI e brasileira, em diferentes esferas. Para o mestrado (2016), tive que pedir licenca sem vencimento no orgao que trabalho (abrir mao do salario, de minhas progressoes e contribuicoes com o INSS) para viver com a bolsa de 1.300,00, cujo valor, salvo engano, e o mesmo desde o comeco da minha graduacao (2006).

Agora, estou orgulhosamente de volta a UNIFEI, no doutorado, mas, com um horario especial em meu trabalho, cumprindo tres turnos diarios e SEM BOLSA. Pelo menos tenho o salario do emprego publico, mas nao sei dizer quanto aos meus colegas de curso. TODOS, ATe ONDE EU SEI, SEM BOLSA.

CONCLUSaO: Contribuir com a ciencia publica brasileira ne facil nao! Ainda mais se vc vem de familias pobres. E, inclusive, sinto-me privilegiado. Uma enormidade de estudantes nao tiveram a mesma sorte de oportunidades que eu.

Ja muito bem nos aconselha a Professora Marilena Chaui em:

CHAUI, Marilena. A ideologia da competencia e ideologia neoliberal e universidade. 71-79 e 122-163. 
"
Feminino;Doutorado;2019;Engenharia Mecanica;8;3;2;2;2;2;1;3;1;3;3;Sem condicoes de avaliar;Sem condicoes de avaliar;3;2;3;3;2;3;3;Nao;Sim;Sim;Sim;Nao;Sim;Nao;Nao;Sim;3;Avanco cientifico;Sim;Sim;Nao;Parte do projeto foi desenvolvido por outra estudante na Espanha.;Servidor Publico (outros cargos);Sim;Nao;;Sim;Sim;;
Feminino;Mestrado;2017;Muticentrico em Quimica;8;3;3;Sem condicoes de avaliar;3;3;3;3;3;2;2;3;3;2;3;1;1;2;2;2;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Nao;Sim;2;Nenhuma dos impactos listados;Nao;Nao;Sim;Programa IAESTE;Funcionaria Publica;Sim;Sim;;Sim;Sim;A UNIFEI me deu uma base excelente para que eu consiga aprender as atividades e realizar as funcoes do meu cargo atual. ;
Masculino;Mestrado;2020;Engenharia de Producao;10;3;3;3;3;3;Sem condicoes de avaliar;3;3;2;3;2;2;3;2;3;1;1;2;3;Sim;Nao;Nao;Nao;Nao;Nao;;Nao;Sim;2;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Doutorando - Fiocruz;;;;Sim;Sim;Completamente satisfeito. Certamente a minha formacao na UNIFEI foi uma das melhores etapas da minha vida nao apenas no sentido academico, mas tambem e, principalmente, pessoal.;
Masculino;Mestrado;2018;Fisica;10;3;3;3;3;3;2;3;3;3;3;3;3;2;2;2;2;2;2;2;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Sim;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Sim;Nao;Nao;;Doutorando;Sim;Nao se aplica (Desempregado);;Sim;Sim;;
Masculino;Doutorado;2020;Ciencia e Tecnologia da Computacao;8;3;3;3;3;3;3;2;3;2;3;3;3;3;2;2;2;2;2;3;Sim;Sim;Sim;Sim;Nao;Nao;;Nao;Sim;2;Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Nao;;Sim;Sim;;
Masculino;Doutorado;2013;Engenharia Mecanica;10;2;2;3;3;3;3;3;2;2;3;3;3;3;2;2;1;1;2;3;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Sim;2;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local;Nao;Sim;Nao;;Docente;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;Muito satisfeito;
Feminino;Doutorado;2017;Muticentrico em Quimica;9;2;2;3;2;2;3;3;3;2;3;2;2;2;3;2;3;2;2;3;Sim;Sim;Sim;Sim;Nao;Nao;;;;3;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Pesquisador;Sim;Nao se aplica (Desempregado);;Sim;Sim;;
Masculino;Doutorado;2018;Ciencia e Engenharia de Materiais;9;2;3;2;3;3;Sem condicoes de avaliar;3;3;3;3;3;3;3;2;3;3;3;3;3;Nao;Nao;Nao;Nao;Nao;Nao;;Sim;Sim;2;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;;
Masculino;Doutorado;2012;Desenvolvimento, Tecnologias e Sociedade;8;3;2;2;2;2;3;3;3;3;3;3;2;2;3;2;3;3;3;;Sim - Empresa privada;Sim;Sim;Sim;Sim;Sim;Nao;Sim;Sim;3;Criacao de novas empresas ou organizacoes sociais, Licenciamento de processos ou produtos, Avanco cientifico;Nao;Nao;Nao;;Pesquisador;Sim;Nao;;Sim;Sim;Completamente satisfeito. Devido ao fato de toda a minha formacao academica ter sido financiada pela iniciativa privada nunca tive dificuldades no desenvolvimento das atividades. ;
Feminino;Mestrado;2020;Engenharia Mecanica;8;2;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;3;3;Sim;Nao;Sim;Nao;Nao;Nao;;Sim;Sim;3;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Nao se aplica (desempregado);;Nao se aplica (Desempregado);;Sim;Sim;"A UNIFEI me proporcionou muitas oportunidade e experiencias que sei que jamais teria em outro lugar. Conheci pesquisadores, docentes e discentes de diferentes cursos, o que permitiu a interprofissionalidade e o estabelecimento de importantes parcerias. Me realizei profissionalmente ao ingressar e concluir o meu mestrado e novamente ao ingressar no doutorado. 
Sempre tive infraestrutura adequada, tanto em salas de aula quanto em laboratorios, bem como a oportunidades de bolsas, como tive na graduacao, mestrado e agora no doutorado. ";
Masculino;Doutorado;2012;Engenharia de Producao;10;2;3;2;2;3;2;3;3;3;3;2;2;2;2;2;2;2;3;3;Sim;Sim;Sim;Sim;Nao;Sim;Nao;Sim;Sim;3;Transferencia de conhecimento para a sociedade, Avanco cientifico;Sim;Sim;Sim;Parceria ja firmada entre as Universidades UNIFEI-UMINHO (Portugal);Docente;Sim;Sim;Parcerias e maior proximidades com as empresas privadas;Nao;Sim;Muito satisfeito;Foi muito importante para a realizacao e concretizacao do doutorado. 
Masculino;Mestrado;2016;Ciencia da Computacao;9;2;3;3;3;3;2;2;2;2;3;3;3;3;2;3;3;2;3;3;Nao;Nao;Sim;Nao;Nao;Nao;;Nao;Nao;3;Transferencia de conhecimento para a sociedade, Criacao de novas empresas ou organizacoes sociais, Avanco cientifico;Nao;Nao;Nao;;Servidor Publico (outros cargos);Sim;Nao;;Nao;Sim;Desenvolvi-me muito tecnicamente e pessoalmente com o curso, que me deu habilidades para melhor realizar as tarefas onde trabalho. Senti por nao contribuir melhor com producoes para a comunidade cientifica. E senti falta durante o curso de ter uma equipe que fosse avancada no assunto em que desenvolvi minha tese.;
Masculino;Mestrado;2020;Muticentrico em Quimica;9;2;3;3;3;3;3;3;2;3;3;3;3;2;3;1;3;3;3;3;Sim;Bill & Melinda Gates Foundation;Sim;Sim;Nao;Sim;Nao;Nao;Sim;2;Avanco cientifico;Sim;Nao;Nao;;Estudante de Doutorado do programa de Fisiologia Vegetal da UNIFEI;Sim;Nao se aplica (Desempregado);;Sim;Sim;;
Feminino;Mestrado;2016;Ciencia e Tecnologia da Computacao;10;2;2;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Sim;Nao;3;Licenciamento de processos ou produtos;Nao;Nao;Nao;;Servidor Publico (outros cargos);Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Sim;Sim;Fiz parte da primeira turma do PROFIAP e todos os 3 alunos do campus Vicosa que passaram no programa tiveram apoio de transporte para participar das aulas presenciais em BH e Florestal. Nao tive apoio financeiro para realizacao da minha tese. Realizei na area que atuo agora, Divisao de Gerenciamento de Residuos, sendo a primeira destinacao em Logistica Reversa de eletroeletronicos de informatica patrimoniados, ainda sendo referencia para os setores publicos no pais pois recebemos retornos e pedidos de ajuda no processo de outras instituicoes.;
Masculino;Mestrado;2020;Fisica;10;3;3;Sem condicoes de avaliar;2;3;2;3;3;3;3;3;3;3;2;3;3;3;3;3;Sim;Sim;Sim;Nao;Nao;Sim;Nao;Nao;Sim;3;Avanco cientifico;Nao;Nao;Nao;sim;Estudante de doutorado;;Nao se aplica (Desempregado);;Sim;Sim;;
Masculino;Mestrado;2020;Fisiologia Vegetal;10;3;2;3;3;3;3;2;3;3;3;2;3;3;2;2;3;3;2;2;Sim;Sim;Sim;Sim;Nao;Nao;;Nao;Sim;2;Melhoria na qualidade de vida da populacao local;Nao;Nao;Nao;;Estudante de doutorado;Nao;Sim;;Sim;Sim;;
Feminino;Mestrado;2020;Engenharia de Materiais;10;3;2;3;3;2;3;2;3;3;3;3;;3;2;3;3;2;3;3;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Sim;Nao;2;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local;Nao;Nao;Nao;;Nao se aplica (desempregado);Nao;Nao se aplica (Desempregado);;Sim;Sim;;
Masculino;Doutorado;2013;Ciencia e Engenharia de Materiais;10;2;2;3;3;3;2;3;3;3;3;2;2;3;3;3;2;3;3;3;Sim;Nao;Sim;Nao;Nao;Sim;Nao;Sim;Sim;3;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Sim;Sim;Sim;;Docente;Sim;Nao;;Sim;Sim;;
Feminino;Mestrado;2012;Ciencia da Computacao;10;3;2;3;3;3;Sem condicoes de avaliar;3;3;3;3;3;3;3;3;1;2;1;3;2;Sim;Nao;Sim;Nao;Nao;Nao;;Sim;Sim;2;Avanco cientifico;Nao;Nao;Sim;Era aluna de doutorado do USP com Bolsa da FAPESP.;sou docente e pesquisadora;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Sim;Nao;Gosto muito da qualidade profissional do instituicao e do departamento de informatica. e um diferencial a parte na minha formacao. ;
Feminino;Mestrado;2018;Engenharia Hidrica;10;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;2;1;2;2;Nao;Sim;Sim;Sim;Nao;Nao;;Sim;Sim;2;Licenciamento de processos ou produtos;Sim;Nao;Nao;;Servidor Publico (outros cargos);Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;;
Masculino;Mestrado;2018;Fisiologia Vegetal;8;3;2;3;3;2;2;2;2;3;3;2;2;3;2;1;3;1;2;;Sim;Nao;Nao;Nao;Nao;Nao;;Nao;Nao;1;Nenhuma dos impactos listados;Nao;Nao;Nao;;Pesquisador;Sim;Nao se aplica (Desempregado);;Sim;Sim;A UNIFEI e otima. Possui infraestrutura adequada. Contudo, peca no quesito ensino, ja que pouquissimos professores sao docentes de natureza. ;
Masculino;Mestrado;2020;Matematica;10;2;2;3;3;3;2;2;2;2;2;3;3;2;2;2;2;3;3;3;Sim;Nao;Sim;Sim;Nao;Nao;;Sim;Sim;3;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Nao se aplica (desempregado);;;;Sim;Sim;Satisfeito ;
Feminino;Mestrado;2020;Engenharia de Materiais;10;2;2;2;2;2;2;3;2;2;2;3;3;2;2;3;2;2;3;3;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Sim;Sim;3;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Outras ocupacoes na iniciativa privada;Nao;Sim;Maior mediacao entre a instituicao e as oportunidades do mercado de trabalho ;Sim;Sim;A UNIFEI nos ofereceu todos os recursos e oportunidades e apoio,para que nossa formacao fosse de qualidade e efetiva.Sempre serei grata e satisfeita por ter feito parte da instituicao.;
Masculino;Doutorado;2020;Ciencia e Tecnologia da Computacao;8;2;2;3;2;2;3;3;2;2;3;2;2;2;3;3;3;3;2;2;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Sim;Sim;2;Avanco cientifico;Sim;Sim;Nao;;Pesquisador;Sim;Nao se aplica (Desempregado);;Sim;Sim;Eu me sinto feliz em ter realizado o meu doutorado na UNIFEI. No entanto, acredito que a universidade pode ampliar e/ou focar nao apenas na formacao de pesquisadores, mas tambem prepara-los para atuacao no mundo corporativo. ;
Feminino;Doutorado;2021;Agroquimica;10;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;Sim;Nao;Sim;Sim;Nao;Sim;Sim;Sim;Sim;3;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Nao;;Sim;Sim;Sou muito satisfeita, grata e feliz por ter feito pos graduacao da UNIFEI. Universidade excelente! Aprendi muita coisa.;Terminei o doutorado a pouco tempo e gostaria de ter tido uma colacao virtual (simbolica) assim como a graduacao teve para guardar de recordacao.
Masculino;Mestrado;2019;Fisica;2;3;3;3;3;3;3;2;1;2;2;2;2;3;1;3;3;3;2;;Sim;Sim;Nao;Nao;Nao;Nao;;Nao;Sim;3;Avanco cientifico;Sim;Nao;Nao;;Docente;Sim;Sim;Parcerias e contato com empresas;Sim;Sim;Satisfeito com a estrutura fisica e de pesquisa da instituicao e com os pesquisadores, mas insatisfeito com a relacao com orientadores e com professores e com a falta de transparencia dos processos que ocorrem no departamente e das oportunudades.;
Feminino;Mestrado;2018;Administracao;8;2;2;2;3;2;3;3;3;3;3;3;3;2;2;3;1;1;3;;Sim;Nao;Nao;Nao;Nao;Nao;;Nao;Sim;2;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Sim;DRI mesmo.;Doutoranda;Sim;Nao;;Nao;Sim;Esta sendo um desafio maravilhoso! Quanto a UNIFEI em si, so elogios e gratidao.;
Masculino;Mestrado;2019;Matematica em Rede Nacional;10;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Sim;Nao;Nao;Nao;Nao;Sim;Sim;Nao;Sim;3;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Docente;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;Fiquei totalmente satisfeito. Excelente universidade e excelentes profissionais.;
Feminino;Mestrado;2020;Engenharia Mecanica;10;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;3;Sim;Nao;Nao;Nao;Nao;Nao;;Sim;Sim;2;Avanco cientifico;Nao;Nao;Nao;;;Nao;Nao se aplica (Desempregado);;Sim;Sim;;
Masculino;Doutorado;2018;Ciencia e Tecnologia da Computacao;10;3;3;3;3;3;3;2;3;3;2;3;3;2;3;2;3;3;3;2;Sim;Nao;Sim;Nao;Nao;Sim;Nao;Sim;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Pesquisador;Sim;Sim;;Sim;Sim;;
Masculino;Mestrado;2019;Engenharia de Producao;10;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;Nao;Nao;Sim;Sim;Nao;Sim;Sim;Sim;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Servidor Publico (outros cargos);Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;Moderadamente satisfeito. Proximo passo, doutoramento na UNIFEI!;Nao
Feminino;Doutorado;2020;Muticentrico em Quimica;8;3;2;2;2;2;3;3;2;3;3;2;3;2;2;2;1;1;2;;Sim;Sim;Sim;Nao;Nao;Sim;Nao;Nao;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Sim;Nao;Nao;;Bolsista de pos doutorado;Sim;Sim;Eu ainda sou bolsista de pos doutorado. Nao tenho um emprego formal, mas tambem nao me considero uma desempregada. ;Sim;Sim;Sou muito grata a UNIFEI por ter me proporcionado tanto conhecimento academico na minha formacao em Bioquimica, desde a graduacao ate o doutorado. Eu penso que a UNIFEI e uma instituicao referencia nacional e internacionalmente, onde fui exposta a muitas oportunidades de crescimento pessoal e profissional. Se me faltou alguma coisa durante a pos graduacao (financeiramente falando), eu tenho consciencia que a razao disso e superior a universidade, como cortes de verbas, falta de recursos (...). Porque enquanto eu fui aluna da UNIFEI, o setor administrativo da UNIFEI sempre foi muito eficiente.;
Masculino;Mestrado;2020;Muticentrico em Quimica;8;2;2;2;2;2;2;2;2;3;3;2;2;3;2;2;2;3;2;3;Sim;Nao;Sim;Nao;Nao;Sim;Nao;Sim;Sim;2;Avanco cientifico;Nao;Nao;Nao;;Estudante de doutorado;;;;Sim;Sim;;
Feminino;Mestrado;2017;Biologia Animal;9;3;2;3;2;2;3;3;3;3;3;2;2;3;3;3;2;3;2;;Sim;Sim;Nao;Nao;Nao;Nao;;Nao;Sim;3;Transferencia de conhecimento para a sociedade, Avanco cientifico;Sim;Nao;Sim;Ciencias Sem Fronteiras (2012-2013);Estudante de Doutorado do Programa de Pos-Graduacao em Biologia Animal da UNIFEI;;;;Sim;Sim;Faltam recursos para execucao da pesquisa e o numero de disciplinas precisa de ser ampliado com a abertura do curso de doutorado.;
Feminino;Mestrado;2019;Muticentrico em Quimica;10;2;2;2;3;3;2;3;2;3;3;3;3;2;2;3;2;3;2;2;Sim;Sim;Sim;Sim;Sim;Sim;Nao;Sim;Sim;2;Licenciamento de processos ou produtos, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Sim;Sensacional;Docente;Sim;Sim;maior incentivo e oportunidade;Sim;Sim;Sensacional;e importante os alunos terem a experiencia de sala de aula/ prof. substituto enquanto estao na pos graduacao.
Masculino;Mestrado;2020;Ciencia da Computacao;8;2;2;2;3;3;3;2;3;3;3;2;2;2;2;2;2;2;3;3;Nao;Nao;Sim;Sim;Nao;Nao;;Nao;Sim;3;Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Nao;;
Masculino;Mestrado;2017;Patrimonio Cultural, Paisagens e Cidadania;10;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Sim;Sim;3;Melhoria na qualidade de vida da populacao local;Nao;Nao;Nao;;Servidor Publico (outros cargos);Nao;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Sim;Sim;Muito satisfeito;
Feminino;Mestrado;2017;Patrimonio Cultural, Paisagens e Cidadania;9;3;2;3;2;3;3;3;3;3;3;2;2;3;3;3;2;3;3;3;Nao;Nao;Sim;Sim;Nao;Sim;Nao;Nao;Nao;3;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Servidor Publico (outros cargos);Nao;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;Sou grata a UNIFEI por ter possibilitado minha graduacao e pos-graduacao. Sou hoje, uma profissional melhor gracas aos aprendizados adquiridos ao longo da vida academica.;A PPG e um orgao de vital importancia para a universidade, haja vista sua participacao nas politicas de incentivo a pesquisa, tao importantes e necessarias para o desenvolvimento de nosso pais.  
Feminino;Doutorado;2021;Fisiologia Vegetal;8;2;2;2;3;2;2;2;3;3;3;3;2;3;3;3;3;3;3;3;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Sim;Sim;2;Licenciamento de processos ou produtos;Nao;Nao;Nao;;Pesquisador;Sim;Sim;Capacitar melhor os discentes para a transicao pos e mercado de trabalho. ;Sim;Sim;;
Feminino;Doutorado;2013;Estatistica Aplicada e Biometria;8;2;2;2;3;2;3;2;3;3;3;2;2;3;3;2;2;2;3;3;Sim;Nao;Nao;Nao;Nao;Nao;;;Sim;2;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Nao;;Nao;Sim;;
Feminino;Mestrado;2019;Engenharia Civil;7;2;2;2;2;3;3;3;3;3;3;2;2;3;3;2;2;3;3;3;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Nao;Sim;3;Avanco cientifico;Nao;Nao;Nao;;Cursando doutorado na UNIFEI;Sim;Nao se aplica (Desempregado);;Sim;Sim;Muito satisfeita;Nao
Feminino;Doutorado;2020;Meio Ambiente e Recursos Hidricos;10;3;3;3;3;2;2;2;3;3;3;3;3;3;3;3;3;2;2;3;Sim;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Sim;2;Avanco cientifico;Nao;Nao;Nao;;Nao se aplica (desempregado);;Nao se aplica (Desempregado);;Sim;Sim;;
Masculino;Doutorado;2013;Ciencia e Tecnologia da Computacao;9;3;3;3;3;2;3;3;3;3;3;3;3;2;3;3;3;3;3;3;Sim;Sim;Sim;Nao;Nao;Sim;Nao;Sim;Sim;3;Licenciamento de processos ou produtos, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Nao;;Sim;Sim;Assim como a maioria, fui muito feliz no meu tempo de estudante na UNIFEI. A UNIFEI e uma instituicao que prima pela perfeicao. Falta a ela inovar. e necessario que as grades curriculares sejam atualizadas visando atender os problemas da sociedade e do mercado, bem como garantir que os alunos e alunas tenham mais exercicio pratico de suas futuras atividades profissionais. ;Atualmente como professor da instituicao sinto que falta interacao entre programas de pos-graduacao e incentivo a jovens pesquisadores. Sugiro a abertura de editais voltados a professores recem-contratados.
